workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
4510,751,1,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4511,752,2,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4512,753,3,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4513,519,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4514,719,1,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4515,720,2,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4516,721,3,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4517,807,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4518,813,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4519,820,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4520,828,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4521,894,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4522,945,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4523,951,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4524,996,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4525,3,60,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4526,324,12,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4527,327,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4528,329,12,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4529,398,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4530,399,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4531,401,12,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4532,529,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4533,532,24,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4534,533,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4535,534,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4536,804,6,0,2011-09-22 00:00:00,2011-10-06 00:00:00,2011-10-03 00:00:00,,2011-10-06 00:00:00
4537,316,12,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4538,331,12,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4539,350,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4540,531,6,0,2011-09-22 00:00:00,2011-10-02 00:00:00,2011-10-03 00:00:00,,2011-10-02 00:00:00
4541,749,1,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4542,751,1,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4543,753,1,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4544,519,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4545,717,1,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4546,719,1,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4547,721,1,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4548,807,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4549,813,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4550,820,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4551,828,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4552,894,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4553,945,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4554,951,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4555,996,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4556,3,30,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4557,324,6,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4558,327,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4559,329,6,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4560,398,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4561,399,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4562,401,6,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4563,529,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4564,532,12,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4565,533,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4566,534,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4567,804,3,0,2011-09-23 00:00:00,2011-10-04 00:00:00,2011-10-04 00:00:00,,2011-10-04 00:00:00
4568,316,6,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4569,331,6,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4570,350,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4571,531,3,0,2011-09-23 00:00:00,2011-10-03 00:00:00,2011-10-04 00:00:00,,2011-10-03 00:00:00
4572,751,2,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4573,760,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4574,771,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4575,516,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4576,517,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4577,519,2,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4578,719,2,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4579,729,1,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4580,748,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4581,806,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4582,807,3,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4583,810,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4584,811,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4585,813,2,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4586,817,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4587,818,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4588,820,2,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4589,825,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4590,826,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4591,828,2,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4592,894,4,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4593,945,4,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4594,950,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4595,951,3,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4596,994,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4597,996,3,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4598,3,40,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4599,324,8,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4600,327,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4601,328,2,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4602,329,6,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4603,398,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4604,399,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4605,400,2,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4606,401,6,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4607,529,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4608,532,16,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4609,533,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4610,534,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4611,802,1,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4612,804,3,0,2011-09-24 00:00:00,2011-10-10 00:00:00,2011-10-05 00:00:00,,2011-10-10 00:00:00
4613,316,8,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4614,331,8,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4615,350,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4616,531,4,0,2011-09-24 00:00:00,2011-10-04 00:00:00,2011-10-05 00:00:00,,2011-10-04 00:00:00
4617,749,2,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4618,751,2,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4619,766,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4620,517,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4621,519,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4622,717,2,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4623,719,2,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4624,723,1,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4625,806,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4626,807,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4627,811,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4628,813,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4629,818,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4630,820,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4631,826,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4632,828,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4633,894,5,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4634,945,5,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4635,950,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4636,951,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4637,994,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4638,996,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4639,3,50,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4640,324,10,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4641,327,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4642,329,10,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4643,398,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4644,399,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4645,400,2,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4646,401,8,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4647,529,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4648,532,20,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4649,533,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4650,534,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4651,802,1,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4652,804,4,0,2011-09-25 00:00:00,2011-10-06 00:00:00,2011-10-06 00:00:00,,2011-10-06 00:00:00
4653,316,10,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4654,331,10,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4655,350,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4656,531,5,0,2011-09-25 00:00:00,2011-10-05 00:00:00,2011-10-06 00:00:00,,2011-10-05 00:00:00
4657,750,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4658,519,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4659,718,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4660,807,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4661,813,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4662,820,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4663,828,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4664,894,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4665,945,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4666,951,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4667,996,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4668,3,10,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4669,324,2,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4670,327,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4671,329,2,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4672,398,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4673,399,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4674,401,2,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4675,529,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4676,532,4,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4677,533,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4678,534,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4679,804,1,0,2011-09-27 00:00:00,2011-10-08 00:00:00,2011-10-08 00:00:00,,2011-10-08 00:00:00
4680,316,2,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4681,331,2,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4682,350,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4683,531,1,0,2011-09-27 00:00:00,2011-10-07 00:00:00,2011-10-08 00:00:00,,2011-10-07 00:00:00
4684,752,1,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4685,753,1,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4686,519,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4687,720,1,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4688,721,1,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4689,807,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4690,813,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4691,820,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4692,828,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4693,894,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4694,945,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4695,951,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4696,996,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4697,3,20,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4698,324,4,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4699,327,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4700,329,4,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4701,398,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4702,399,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4703,401,4,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4704,529,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4705,532,8,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4706,533,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4707,534,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4708,804,2,0,2011-09-28 00:00:00,2011-10-18 00:00:00,2011-10-09 00:00:00,,2011-10-18 00:00:00
4709,316,4,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4710,331,4,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4711,350,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4712,531,2,0,2011-09-28 00:00:00,2011-10-08 00:00:00,2011-10-09 00:00:00,,2011-10-08 00:00:00
4713,749,3,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4714,750,1,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4715,751,3,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4716,752,1,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4717,759,1,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4718,765,1,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4719,517,2,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4720,519,8,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4721,717,3,0,2011-09-29 00:00:00,2011-10-09 00:00:00,2011-10-10 00:00:00,,2011-10-09 00:00:00
4722,718,1,0,2011-09-29 00:00:00,2011-10-09 00:00:00,2011-10-10 00:00:00,,2011-10-09 00:00:00
4723,719,3,0,2011-09-29 00:00:00,2011-10-09 00:00:00,2011-10-10 00:00:00,,2011-10-09 00:00:00
4724,720,1,0,2011-09-29 00:00:00,2011-10-09 00:00:00,2011-10-10 00:00:00,,2011-10-09 00:00:00
4725,722,1,0,2011-09-29 00:00:00,2011-10-09 00:00:00,2011-10-10 00:00:00,,2011-10-09 00:00:00
4726,728,1,0,2011-09-29 00:00:00,2011-10-09 00:00:00,2011-10-10 00:00:00,,2011-10-09 00:00:00
4727,806,2,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4728,807,8,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4729,811,2,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4730,813,8,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4731,818,2,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4732,820,8,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4733,826,2,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
4734,828,8,0,2011-09-29 00:00:00,2011-10-10 00:00:00,2011-10-10 00:00:00,,2011-10-10 00:00:00
